2023-05-26,0,1
2023-05-22,0,2
2023-06-03,0,3
2023-06-05,0,4
2023-06-01,0,5
2023-05-06,0,6
2023-05-28,0,7
2023-05-17,0,8
2023-06-07,0,9
2023-06-18,0,10
2023-06-23,0,11
2023-05-05,0,12
2023-06-23,0,13
2023-05-08,0,14
2023-06-09,0,15
2023-05-20,0,16
2023-06-10,0,17
2023-05-30,0,18
2023-06-08,0,19
2023-05-17,0,20
2023-05-04,0,21
2023-06-14,0,22
2023-06-21,0,23
2023-06-21,0,24
2023-05-31,0,25
2023-05-07,0,26
2023-06-13,0,27
2023-06-02,0,28
2023-04-30,0,29
2023-05-18,0,30
2023-05-11,0,31
2023-06-01,0,32
2023-06-02,0,33
2023-05-20,0,34
2023-05-29,0,35
2023-05-16,0,36
2023-05-25,0,37
2023-05-20,0,38
2023-05-22,0,39
2023-06-09,0,40
2023-06-05,0,41
2023-05-30,0,42
2023-06-22,0,43
2023-05-13,0,44
2023-06-09,0,45
2023-05-03,0,46
2023-05-28,0,47
2023-06-21,0,48
2023-05-06,0,49
2023-06-03,0,50
2023-05-31,0,51
2023-06-09,0,52
2023-06-09,0,53
2023-06-16,0,54
2023-05-11,0,55
2023-05-24,0,56
2023-05-25,0,57
2023-05-27,0,58
2023-05-30,0,59
2023-06-02,0,60
2023-06-09,0,61
2023-05-20,0,62
2023-04-30,0,63
2023-05-23,0,64
2023-06-07,0,65
2023-06-03,0,66
2023-06-23,0,67
2023-06-25,0,68
2023-05-17,0,69
2023-05-18,0,70
2023-05-27,0,71
2023-04-30,0,72
2023-05-17,0,73
2023-04-30,0,74
2023-06-20,0,75
2021-08-19,0,76
2022-10-28,0,77
2022-11-18,0,78
2022-12-30,0,79
2022-10-08,0,80
2021-10-04,0,81
2022-06-09,0,82
2022-05-07,0,83
2023-02-02,0,84
2021-11-28,0,85
2022-10-06,0,86
2023-04-15,0,87
2021-07-14,0,88
2022-07-22,0,89
2022-02-11,0,90
2022-01-03,0,91
2022-10-21,0,92
2023-01-08,0,93
2023-04-13,0,94
2023-04-03,0,95
2022-02-05,0,96
2023-02-06,0,97
2021-11-05,0,98
2022-09-03,0,99
2021-07-21,0,100
2022-10-24,0,101
2023-03-03,0,102
2023-03-27,0,103
2023-02-08,0,104
2021-09-25,0,105
2023-03-01,0,106
2021-12-28,0,107
2022-02-07,0,108
2022-09-15,0,109
2021-08-24,0,110
2023-04-10,0,111
2022-07-22,0,112
2021-08-23,0,113
2022-08-26,0,114
2022-08-13,0,115
2021-08-07,0,116
2022-12-15,0,117
2021-11-05,0,118
2022-05-09,0,119
2021-11-12,0,120
2022-10-07,0,121
2021-10-04,0,122
2022-09-18,0,123
2023-02-24,0,124
2023-04-19,0,125
2021-09-06,0,126
2022-08-21,0,127
2022-03-19,0,128
2023-04-24,0,129
2022-11-16,0,130
2022-08-29,0,131
2022-10-31,0,132
2022-01-06,0,133
2022-07-20,0,134
2022-07-13,0,135
2022-02-05,0,136
2022-07-04,0,137
2022-06-21,0,138
2022-02-11,0,139
2022-09-12,0,140
2023-03-02,0,141
2022-03-27,0,142
2023-02-26,0,143
2022-04-12,0,144
2021-11-04,0,145
2022-02-07,0,146
2023-01-25,0,147
2021-09-15,0,148
2022-09-19,0,149
2023-03-30,0,150
2023-02-11,0,151
2022-01-22,0,152
2021-07-27,0,153
2023-01-31,0,154
2021-07-12,0,155
2022-10-16,0,156
2022-03-13,0,157
2022-07-01,0,158
2022-12-20,0,159
2022-02-11,0,160
2022-02-20,0,161
2023-02-22,0,162
2023-04-02,0,163
2021-07-16,0,164
2022-06-05,0,165
2022-09-21,0,166
2022-11-01,0,167
2022-06-23,0,168
2021-07-19,0,169
2021-11-07,0,170
2022-01-02,0,171
2021-11-19,0,172
2022-05-08,0,173
2022-05-08,0,174
2022-03-21,0,175
2023-02-27,0,176
2021-09-13,0,177
2021-08-06,0,178
2021-08-29,0,179
2022-12-19,0,180
2022-01-31,0,181
2022-01-28,0,182
2022-11-02,0,183
2022-04-05,0,184
2022-11-20,0,185
2022-03-30,0,186
2022-11-07,0,187
2021-11-14,0,188
2021-11-22,0,189
2021-12-03,0,190
2022-09-20,0,191
2022-08-03,0,192
2021-07-15,0,193
2022-02-02,0,194
2023-03-01,0,195
2022-03-28,0,196
2022-03-02,0,197
2021-12-15,0,198
2022-11-21,0,199
2021-09-03,0,200
2021-08-27,0,201
2022-02-18,0,202
2023-01-26,0,203
2021-08-29,0,204
2021-08-23,0,205
2021-09-15,0,206
2022-01-04,0,207
2022-11-17,0,208
2022-01-09,0,209
2021-12-19,0,210
2022-05-24,0,211
2023-03-28,0,212
2022-02-07,0,213
2022-07-11,0,214
2023-03-08,0,215
2023-04-18,0,216
2022-08-12,0,217
2022-11-05,0,218
2023-02-28,0,219
2023-02-12,0,220
2023-01-05,0,221
2022-11-01,0,222
2022-04-22,0,223
2022-09-16,0,224
2022-01-08,0,225
2022-11-10,0,226
2023-01-03,0,227
2022-10-24,0,228
2022-05-31,0,229
2021-08-03,0,230
2023-03-01,0,231
2023-01-15,0,232
2022-08-28,0,233
2022-02-11,0,234
2023-03-17,0,235
2022-10-17,0,236
2022-10-16,0,237
2021-09-23,0,238
2022-09-15,0,239
2021-12-07,0,240
2022-09-02,0,241
2022-05-05,0,242
